loan_amount,term,int_rate,installment,applicant,loan_length,home_ownership,annual_income,state
35000,"36 months",9.9999,99.9999,"""",n/a,RENT,25000,GA
9800,"36 months",7.5600,99.9999,"""",n/a,RENT,45000,UT
10000,"36 months",8.8100,99.9999,"""","< 1 year",MORTGAGE,57600,GA
31400,"36 months",8.8100,99.9999,"""","< 1 year",MORTGAGE,285000,NY
18000,"36 months",9.9999,99.9999,""VP"," Digital Marketing"","< 1 year",0,de
1000,"36 months",6.4600,30.6400,"Program Manager","5 years",RENT,90000,FL
6025,"36 months",8.8100,99.9999,PCA,"3 years",RENT,22000,MA
11200,"36 months",9.9999,99.9999,Attorney,"3 years",RENT,245000,NY
15000,"36 months",7.5600,99.9999,"""","< 1 year",OWN,35000,FL
34075,"60 months",9.9999,99.9999,"Senior Gardner","1 year",MORTGAGE,45000,OR
3000,"36 months",7.5600,93.4100,Salesperson,"3 years",RENT,60000,SC
16000,"60 months",9.9999,99.9999,CRNA,"3 years",MORTGAGE,248000,VA
40000,"60 months",9.9999,99.9999,"Mortgage Banker","8 years",MORTGAGE,212000,OH
20000,"36 months",9.9999,99.9999,"Office Manager","4 years",RENT,40203,TX
5000,"36 months",9.9999,99.9999,"Professional Truck Driver","5 years",MORTGAGE,66000,CA
20000,"36 months",8.1900,99.9999,"building official","5 years",MORTGAGE,72000,RI
16500,"60 months",9.9999,99.9999,Teacher,"10+ years",MORTGAGE,59891,NY
20000,"60 months",9.9999,99.9999,Manager,"4 years",RENT,92000,CA
10000,"60 months",9.9999,99.9999,"software developer","6 years",MORTGAGE,47500,TX
20000,"60 months",9.9999,99.9999,"Field Coordinator","< 1 year",MORTGAGE,130000,FL
6500,"36 months",9.9999,99.9999,"Restaurant Server","6 years",RENT,50000,TX
7200,"36 months",8.8100,99.9999,"Mechanical Enginner","3 years",RENT,72000,CA
32000,"36 months",7.5600,99.9999,"Signal Maintainer","8 years",MORTGAGE,110000,MO
25000,"60 months",9.9999,99.9999,"""",n/a,MORTGAGE,61020,NC
13000,"36 months",6.4600,99.9999,"Operation Supervisor","5 years",RENT,57500,NY
4750,"36 months",9.9999,99.9999,"""",n/a,RENT,100,TX
20000,"36 months",6.4600,99.9999,"IT Supervisory Specialist","9 years",MORTGAGE,145000,PA
31000,"36 months",8.1900,99.9999,Clerk,"10+ years",MORTGAGE,61000,KS
30000,"60 months",8.1900,99.9999,""Chief"," Services Branch 1"","4 years",0,de
15000,"36 months",9.9999,99.9999,"Membership Specialists","10+ years",RENT,64695,FL
22000,"36 months",9.9999,99.9999,Paraprofessional,"3 years",MORTGAGE,60000,CT
9050,"36 months",9.9999,99.9999,"Financial advisor","10+ years",RENT,285000,OR
15000,"36 months",6.4600,99.9999,"Account Executive","10+ years",RENT,60000,NH
17400,"36 months",8.1900,99.9999,"""","< 1 year",MORTGAGE,200000,CA
12000,"36 months",9.9999,99.9999,RN,"10+ years",MORTGAGE,77500,LA
2500,"36 months",9.9999,98.5700,"Lead secretary","8 years",RENT,72000,NY
31000,"60 months",9.9999,99.9999,"vice president","10+ years",RENT,81250,FL
3500,"36 months",7.5600,99.9999,Professor,"10+ years",MORTGAGE,90000,MN
18000,"60 months",9.9999,99.9999,"GIS Manager","1 year",MORTGAGE,81120,IL
5000,"36 months",8.8100,99.9999,"Senior Buyer","< 1 year",RENT,50000,TX
40000,"60 months",9.9999,99.9999,"Licensed Utilization Review Sr","3 years",RENT,77360,FL
14400,"60 months",9.9999,99.9999,"IT Professional","10+ years",RENT,70741,NV
10000,"36 months",7.5600,99.9999,"Integrations Analyst","1 year",MORTGAGE,140000,PA
14400,"60 months",9.9999,99.9999,""Manager"," Revenue Accounting"","10+ years",0,cr
10000,"36 months",9.9999,99.9999,"SALES MANAGER","2 years",RENT,70000,TX
30000,"36 months",9.9999,99.9999,"""","< 1 year",RENT,65000,NY
8000,"36 months",6.4600,99.9999,"RTM Clerk","9 years",MORTGAGE,38000,VA
4200,"36 months",9.9999,99.9999,Appraiser,"1 year",RENT,44000,CA
8000,"36 months",9.9999,99.9999,"Quality Engineer","10+ years",RENT,62400,CA
10000,"36 months",9.9999,99.9999,"Fire Direction Sergeant","7 years",RENT,35000,MD
6500,"36 months",9.9999,99.9999,"""",n/a,RENT,59000,FL
15000,"36 months",6.4600,99.9999,"project manager","10+ years",MORTGAGE,140000,VA
4000,"36 months",8.1900,99.9999,"Property Manager","1 year",OWN,79000,MA
7500,"36 months",9.9999,99.9999,"Dependency Case Manager","< 1 year",RENT,38000,FL
5000,"36 months",9.9999,99.9999,"Sous Chef","< 1 year",RENT,47000,NY
40000,"60 months",9.9999,99.9999,"sales rep","5 years",RENT,94000,CA
15500,"60 months",9.9999,99.9999,"Outbound specialist","10+ years",RENT,47500,FL
16000,"60 months",9.9999,99.9999,"Fund Control","< 1 year",RENT,80000,CA
20000,"60 months",9.9999,99.9999,"Respiratory Therapist","3 years",RENT,69000,CA
15000,"60 months",9.9999,99.9999,"Customer Service Rep","10+ years",RENT,38000,TX
10500,"60 months",9.9999,99.9999,"Team Manager","10+ years",RENT,120000,GA
2500,"36 months",9.9999,84.2200,"""",n/a,RENT,19524,TX
29800,"60 months",9.9999,99.9999,"General Manager","10+ years",RENT,75000,SC
10000,"36 months",9.9999,99.9999,Manager,"3 years",MORTGAGE,90000,MN
30000,"60 months",9.9999,99.9999,"Office Manager","< 1 year",MORTGAGE,28000,TX
35000,"60 months",8.1900,99.9999,Teacher,"10+ years",MORTGAGE,85000,CA
3850,"36 months",8.1900,99.9999,"Nursing Assistant","10+ years",RENT,45000,NY
20000,"36 months",9.9999,99.9999,Sonographer,"3 years",MORTGAGE,65000,FL
5000,"36 months",8.1900,99.9999,"machine opperator","10+ years",OWN,40000,IL
25000,"60 months",9.9999,99.9999,"Laser Specialist","5 years",RENT,120000,MD
5000,"36 months",9.9999,99.9999,"Software Analyst","< 1 year",RENT,75000,VA
35000,"60 months",9.9999,99.9999,"Assett Protection","10+ years",OWN,94000,NC
16000,"36 months",9.9999,99.9999,Scout,"2 years",RENT,45200,CA
28000,"36 months",8.8100,99.9999,"commercial pilot","10+ years",MORTGAGE,176000,FL
16000,"60 months",9.9999,99.9999,"Corporate Controller","2 years",MORTGAGE,90500,NC
6000,"36 months",9.9999,99.9999,"Hired Hand","10+ years",RENT,25000,IN
8000,"36 months",9.9999,99.9999,"""",n/a,RENT,29900,VA
3000,"36 months",5.0000,92.6600,"Nurse technician","< 1 year",RENT,15000,LA
8000,"36 months",5.0000,99.9999,Recruiter,"2 years",MORTGAGE,125000,TX
12000,"60 months",9.9999,99.9999,"""","< 1 year",RENT,60000,CA
15000,"36 months",9.9999,99.9999,"water utility","1 year",RENT,50000,CO
40000,"60 months",9.9999,99.9999,"Operations Director","10+ years",RENT,100000,NC
10800,"36 months",9.9999,99.9999,"""","< 1 year",RENT,53000,VA
20000,"36 months",9.9999,99.9999,TEACHER,"6 years",RENT,79000,OK
25000,"60 months",9.9999,99.9999,"""",n/a,MORTGAGE,105000,VA
7800,"36 months",9.9999,99.9999,"Sr Systems Designer","10+ years",MORTGAGE,76000,FL
11000,"60 months",9.9999,99.9999,"Office Manager","4 years",RENT,54000,GA
15000,"36 months",8.8100,99.9999,"Guidance Couselor","2 years",RENT,65000,NY
2000,"36 months",9.9999,66.2400,"Assistant Manager","10+ years",RENT,48000,MO
14000,"60 months",9.9999,99.9999,"Admin Clerk/Receptionist","9 years",OWN,40000,TX
20000,"36 months",9.9999,99.9999,"Vice President of Sales","6 years",MORTGAGE,92500,AZ
12000,"60 months",9.9999,99.9999,"Patient services representativ","1 year",RENT,33000,NY
40000,"36 months",6.4600,99.9999,"Assitant Professor - Neurology","1 year",RENT,195000,TX
25000,"60 months",9.9999,99.9999,"Warehouse Supervisor","< 1 year",OWN,75000,AZ
5000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,135000,GA
40000,"60 months",9.9999,99.9999,"Sales Manager","10+ years",MORTGAGE,115000,AL
10000,"36 months",8.1900,99.9999,"Pipefitter foreman","2 years",MORTGAGE,85000,LA
16000,"36 months",9.9999,99.9999,"General Supply Specialist","10+ years",MORTGAGE,68000,AL
7500,"36 months",8.8100,99.9999,"""",n/a,RENT,49750,SD
4000,"36 months",9.9999,99.9999,"Human Resources Generalist","7 years",RENT,75000,CA
5000,"36 months",9.9999,99.9999,"Certified Trained Associate(CT","4 years",MORTGAGE,32000,MO
15000,"60 months",9.9999,99.9999,"Petroleum driver","4 years",MORTGAGE,100000,WI
40000,"60 months",8.8100,99.9999,"Area Manager","2 years",MORTGAGE,115000,OK
10000,"36 months",6.4600,99.9999,"Account manager","6 years",RENT,81000,CA
20000,"36 months",9.9999,99.9999,"Payroll Manager","5 years",RENT,129000,MD
28000,"60 months",9.9999,99.9999,Auditor,"8 years",MORTGAGE,190000,MN
35000,"60 months",9.9999,99.9999,Mechanic,"3 years",RENT,83000,CA
30000,"60 months",9.9999,99.9999,Investigator,"10+ years",MORTGAGE,95000,NY
10000,"60 months",9.9999,99.9999,Toolgrinder,"10+ years",MORTGAGE,75000,OH
6000,"36 months",9.9999,99.9999,"Business Administrator II","10+ years",MORTGAGE,75000,MD
15000,"36 months",9.9999,99.9999,Carpenter,"3 years",MORTGAGE,65000,MA
30000,"36 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,98000,IN
20000,"60 months",8.1900,99.9999,"Design Engineer","1 year",MORTGAGE,55000,TX
17500,"36 months",6.4600,99.9999,"""",n/a,MORTGAGE,18000,MO
5000,"36 months",7.5600,99.9999,"Machine operator","3 years",RENT,90000,AR
10000,"60 months",9.9999,99.9999,"Plant Manager","5 years",MORTGAGE,58000,WI
30000,"36 months",9.9999,99.9999,"Senior Sales Service Rep","10+ years",RENT,100000,CT
1500,"36 months",9.9999,49.3300,"""","10+ years",MORTGAGE,65000,NC
32000,"60 months",9.9999,99.9999,Instructor,"10+ years",OWN,66000,MT
3000,"36 months",8.1900,94.2800,"""","< 1 year",RENT,180000,CA
13000,"36 months",9.9999,99.9999,"Human Resources/Payroll Coordi","< 1 year",OWN,52000,CT
12800,"36 months",9.9999,99.9999,"Senior Billing Administrator","1 year",MORTGAGE,50000,PA
5000,"36 months",9.9999,99.9999,"Administrative Assistant","10+ years",MORTGAGE,46000,PA
36550,"36 months",8.8100,99.9999,Manager,"10+ years",MORTGAGE,170000,TX
40000,"36 months",6.4600,99.9999,"Regional Manager","10+ years",MORTGAGE,150000,KY
16000,"60 months",9.9999,99.9999,"Maintenance Mechanic","10+ years",MORTGAGE,120000,TX
17500,"60 months",9.9999,99.9999,"Engineering Technician","10+ years",MORTGAGE,66000,VA
5000,"36 months",8.8100,99.9999,FPNR,"7 years",MORTGAGE,58000,KS
15000,"36 months",9.9999,99.9999,"Finance Manager","6 years",RENT,92500,GA
7500,"36 months",9.9999,99.9999,sales,"10+ years",RENT,80000,IN
6000,"36 months",9.9999,99.9999,"Internal retirement consultant","1 year",RENT,55000,MN
25000,"60 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,70000,WA
7650,"36 months",9.9999,99.9999,Manager,"8 years",RENT,80000,IL
4500,"36 months",8.1900,99.9999,"""","< 1 year",MORTGAGE,55000,IL
19600,"60 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,20000,TX
20000,"60 months",9.9999,99.9999,"Project Manager","2 years",MORTGAGE,72000,NY
24000,"60 months",9.9999,99.9999,"Store manager","2 years",OWN,75000,TX
8000,"36 months",9.9999,99.9999,"Systems engineer","3 years",MORTGAGE,124000,NJ
4000,"36 months",9.9999,99.9999,"General Manager","3 years",MORTGAGE,83000,VA
15000,"36 months",8.8100,99.9999,"Department Chair","5 years",RENT,100000,WI
6600,"36 months",9.9999,99.9999,"Branch Manager","1 year",RENT,72000,CA
1600,"36 months",9.9999,56.3700,"Respiratory Therapist","5 years",MORTGAGE,70000,OH
22200,"36 months",9.9999,99.9999,Scheduler,"10+ years",RENT,58000,NY
32000,"60 months",9.9999,99.9999,"CBP Agriculture Specialists","10+ years",RENT,89000,TX
20000,"60 months",9.9999,99.9999,Foreman,"10+ years",MORTGAGE,50000,MD
12000,"36 months",7.5600,99.9999,"""",n/a,MORTGAGE,80000,MS
9000,"36 months",9.9999,99.9999,"Senior Host/ Assistant Manager","2 years",RENT,75000,NY
8000,"36 months",9.9999,99.9999,"staff registered nurse","6 years",MORTGAGE,94000,NJ
25000,"60 months",9.9999,99.9999,"Sales Manager","4 years",MORTGAGE,85000,CA
12000,"36 months",9.9999,99.9999,"Senior product manager","10+ years",RENT,100000,GA
6025,"36 months",9.9999,99.9999,"prototype designer","10+ years",MORTGAGE,97000,MA
15000,"36 months",9.9999,99.9999,AGENT,"7 years",MORTGAGE,125000,LA
10000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,162500,NJ
10000,"36 months",9.9999,99.9999,"""",n/a,OWN,65000,CA
5000,"36 months",9.9999,99.9999,"""",n/a,RENT,43728,NY
28000,"36 months",8.1900,99.9999,"Regional Manager","10+ years",RENT,107000,FL
8000,"36 months",9.9999,99.9999,"Supplier Quality Engineer","8 years",MORTGAGE,56490,GA
1000,"36 months",9.9999,37.1300,"Claims Adjuster","10+ years",RENT,55000,IL
24000,"60 months",9.9999,99.9999,"Relationship Manager","8 years",RENT,100000,CA
14000,"36 months",9.9999,99.9999,"Sales rep","2 years",RENT,55000,SC
40000,"36 months",5.0000,99.9999,"Nurse anesthetist","2 years",MORTGAGE,275000,MA
7875,"36 months",9.9999,99.9999,"Case manager","7 years",MORTGAGE,32000,VA
12000,"60 months",9.9999,99.9999,"Patient Service Technician","3 years",RENT,95000,WA
6500,"36 months",8.1900,99.9999,Mechanic,"10+ years",MORTGAGE,96000,NJ
9500,"36 months",8.1900,99.9999,"General Manager","10+ years",MORTGAGE,62000,OH
19000,"36 months",9.9999,99.9999,"Service Deli Clerk","2 years",RENT,31000,CA
6250,"36 months",7.5600,99.9999,CASEWORKER,"10+ years",OWN,55000,NY
40000,"36 months",8.8100,99.9999,"Master Sergeant","10+ years",RENT,150000,CA
10000,"60 months",9.9999,99.9999,"""",n/a,RENT,33000,NY
22425,"36 months",9.9999,99.9999,"Store Manager","10+ years",MORTGAGE,150000,FL
14000,"36 months",9.9999,99.9999,"""","< 1 year",RENT,75000,FL
8500,"36 months",7.5600,99.9999,Director,"10+ years",MORTGAGE,285000,TX
25000,"36 months",8.1900,99.9999,"Property managment","5 years",OWN,47000,AZ
30000,"36 months",8.1900,99.9999,"Operations Manager","2 years",RENT,65000,HI
8000,"36 months",9.9999,99.9999,"Cytogeneticist Tech I","7 years",RENT,100000,CA
20000,"60 months",9.9999,99.9999,welder,"10+ years",MORTGAGE,72000,MN
8000,"36 months",8.1900,99.9999,Worker,"10+ years",RENT,42000,CA
8000,"36 months",9.9999,99.9999,"""","< 1 year",RENT,108000,CA
6500,"36 months",9.9999,99.9999,"Accounting specialist","10+ years",MORTGAGE,55000,VA
8000,"36 months",9.9999,99.9999,"Warehouse Assistant","1 year",OWN,36000,KS
10000,"60 months",9.9999,99.9999,TL,"10+ years",MORTGAGE,75000,AL
16000,"36 months",9.9999,99.9999,"materials Manager","3 years",MORTGAGE,92000,PA
8000,"36 months",9.9999,99.9999,"""","< 1 year",RENT,30000,CA
10000,"36 months",9.9999,99.9999,"""","< 1 year",RENT,45000,FL
5900,"36 months",8.1900,99.9999,owner,"8 years",OWN,58000,CA
12000,"36 months",9.9999,99.9999,"Software Developer","< 1 year",RENT,110000,TX
10000,"36 months",8.8100,99.9999,Firefighter,"2 years",RENT,63000,TX
20000,"60 months",9.9999,99.9999,"Train Dispatcher","6 years",MORTGAGE,92000,KS
5000,"36 months",9.9999,99.9999,"General Manager","< 1 year",RENT,60000,CO
10000,"36 months",9.9999,99.9999,""Staff nurse"," LPN"","< 1 year",0,de
10000,"36 months",9.9999,99.9999,"IT manager","10+ years",RENT,55000,CA
6025,"36 months",9.9999,99.9999,"Case manager","3 years",RENT,35000,MA
15000,"60 months",9.9999,99.9999,"Claims Examiner","3 years",MORTGAGE,62000,IL
8000,"36 months",9.9999,99.9999,"Warehouse 2","5 years",RENT,51500,OR
10000,"36 months",8.8100,99.9999,"general manager","10+ years",OWN,90000,KY
38500,"60 months",9.9999,99.9999,"sale consultant","2 years",OWN,85000,CA
5050,"36 months",9.9999,99.9999,"Senior Loss Control Consultant","4 years",RENT,95000,CA
12000,"36 months",9.9999,99.9999,"Senior technisian","10+ years",MORTGAGE,68000,WA
15000,"36 months",9.9999,99.9999,"Case Manager","6 years",MORTGAGE,46600,OH
15000,"36 months",9.9999,99.9999,"Director of Operations","1 year",MORTGAGE,113000,NY
30000,"36 months",9.9999,99.9999,"Lead Technician","6 years",RENT,92160,CA
10000,"36 months",8.8100,99.9999,"Project Manager","10+ years",RENT,85000,PA
31300,"60 months",9.9999,99.9999,Pilot,"10+ years",MORTGAGE,420000,KY
11650,"36 months",9.9999,99.9999,"Financial Advisor","10+ years",MORTGAGE,345687,IL
8000,"36 months",9.9999,99.9999,Teacher,"2 years",RENT,75000,CA
20000,"36 months",9.9999,99.9999,"House Keeping","4 years",RENT,30000,NY
20000,"60 months",9.9999,99.9999,"""","< 1 year",RENT,30000,CA
10000,"36 months",9.9999,99.9999,"Electrical Designer Ing.","3 years",RENT,65000,FL
9600,"36 months",9.9999,99.9999,"Care Coordinator","2 years",RENT,47500,NY
24000,"36 months",9.9999,99.9999,"Eligibilty  Specialist","1 year",RENT,75000,NY
3000,"36 months",5.0000,92.6600,Tattooer,"2 years",RENT,54000,NJ
14000,"36 months",9.9999,99.9999,"Electrical Engineer","1 year",RENT,72000,GA
25200,"36 months",8.1900,99.9999,Landman,"6 years",MORTGAGE,150000,OK
3000,"36 months",8.8100,95.1400,"geo box","10+ years",RENT,51000,CA
32000,"60 months",9.9999,99.9999,"Treasury Analyst","< 1 year",RENT,75000,CA
10000,"36 months",9.9999,99.9999,"MHT Sales Consultant","4 years",OWN,28500,TX
15000,"60 months",9.9999,99.9999,"Business Education Instructor","3 years",RENT,60000,PA
3000,"36 months",9.9999,99.9999,"""",n/a,OWN,65000,FL
10000,"36 months",9.9999,99.9999,"Pharmacy tech Lead","6 years",RENT,60000,CA
15000,"60 months",9.9999,99.9999,Checker,"3 years",RENT,28000,CA
3500,"36 months",9.9999,99.9999,Expo,"6 years",RENT,38000,CA
20000,"60 months",9.9999,99.9999,"VP OPERATIONS","10+ years",MORTGAGE,150000,FL
18000,"36 months",9.9999,99.9999,"Senior Cargo Agent","4 years",RENT,55000,MA
15000,"60 months",9.9999,99.9999,Economist,"8 years",RENT,157000,FL
6000,"36 months",8.8100,99.9999,"Internet Sales","4 years",MORTGAGE,80000,CA
5000,"36 months",9.9999,99.9999,"Truck driver","5 years",MORTGAGE,60000,NY
40000,"60 months",9.9999,99.9999,superintendent,"10+ years",MORTGAGE,200000,OH
10500,"60 months",9.9999,99.9999,"Transportation Coordinator","1 year",RENT,35000,TN
2800,"36 months",9.9999,98.6400,"Registered Nurse","8 years",MORTGAGE,120000,CA
10000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,35000,CA
31200,"36 months",7.5600,99.9999,"Dir Division Clinical Informat","5 years",MORTGAGE,190000,PA
4000,"36 months",9.9999,99.9999,"Senior Program Scheduler","1 year",MORTGAGE,143400,VA
15000,"60 months",9.9999,99.9999,Partner,"10+ years",MORTGAGE,115000,CA
10000,"36 months",9.9999,99.9999,"Enrollment & Credentialing Coo","8 years",RENT,66800,NY
10000,"60 months",9.9999,99.9999,Boilermaker,"4 years",MORTGAGE,81000,LA
40000,"60 months",9.9999,99.9999,"Sr Software Engineer Solutions","10+ years",MORTGAGE,150000,TX
17500,"60 months",9.9999,99.9999,"Project Analyst","3 years",RENT,62000,VA
8000,"36 months",9.9999,99.9999,"Senior Applications Developer","10+ years",MORTGAGE,140000,MD
18000,"36 months",9.9999,99.9999,Driver,"8 years",RENT,80000,MN
20000,"36 months",9.9999,99.9999,"Senior Service Banker","2 years",OWN,45000,OR
6000,"36 months",8.1900,99.9999,Sergant,"10+ years",RENT,150000,CA
10000,"60 months",9.9999,99.9999,COORDINATOR,"10+ years",MORTGAGE,130000,IL
1325,"36 months",9.9999,45.0100,"OSD Specialist","< 1 year",RENT,31200,OR
20000,"60 months",9.9999,99.9999,Sales,"10+ years",MORTGAGE,95000,NJ
7000,"36 months",8.1900,99.9999,"sous chef","< 1 year",RENT,47500,NC
3500,"36 months",9.9999,99.9999,"Software Developer","10+ years",RENT,116000,IL
40000,"60 months",9.9999,99.9999,"General Manager","6 years",RENT,207000,TX
10000,"36 months",9.9999,99.9999,"police officer","10+ years",OWN,100000,FL
10000,"36 months",9.9999,99.9999,"Instrumentation Technician","< 1 year",RENT,100000,LA
11000,"36 months",9.9999,99.9999,"EKG Monitor Tech","10+ years",RENT,75000,CA
5000,"36 months",9.9999,99.9999,teacher,"1 year",RENT,51000,LA
19200,"36 months",9.9999,99.9999,"Customer Service Consultant","10+ years",RENT,67000,NE
11000,"60 months",9.9999,99.9999,"Construction and Maintenance S","10+ years",MORTGAGE,126500,CA
15000,"36 months",8.1900,99.9999,"press tech","7 years",MORTGAGE,88000,VA
12000,"36 months",8.8100,99.9999,"""",n/a,RENT,35000,WA
2000,"36 months",7.5600,62.2700,Clerk,"2 years",OWN,82000,MA
15000,"36 months",9.9999,99.9999,Server,"10+ years",RENT,35000,MI
40000,"36 months",7.5600,99.9999,SoftwareEngineer,"6 years",MORTGAGE,300000,CA
6000,"36 months",8.1900,99.9999,"Cosmetic Manager","10+ years",MORTGAGE,65000,IL
6000,"36 months",8.8100,99.9999,"Executive Assistant","1 year",RENT,85000,NJ
20000,"36 months",9.9999,99.9999,"""","< 1 year",RENT,45000,CA
35000,"36 months",8.1900,99.9999,"Managing Director","6 years",MORTGAGE,450000,RI
10000,"36 months",8.8100,99.9999,"Manufacturing Engineer","10+ years",MORTGAGE,80000,IL
15500,"60 months",9.9999,99.9999,"Regional Supervisor","5 years",MORTGAGE,70000,MA
15000,"36 months",8.8100,99.9999,"Road Driver","8 years",MORTGAGE,110000,IL
15000,"36 months",9.9999,99.9999,Firefighter,"10+ years",MORTGAGE,80000,AL
39350,"36 months",8.8100,99.9999,"Clinical Research Coordinator","1 year",MORTGAGE,78000,GA
28000,"36 months",9.9999,99.9999,"Fixed Operations Manager","10+ years",MORTGAGE,148000,WI
7500,"36 months",6.4600,99.9999,"Financial consultant","2 years",MORTGAGE,51400,AL
